# timeSteps mean_CV Std_CV
4.2640e+08 8.9603e-01 5.6407e-02
4.2650e+08 8.9630e-01 5.7881e-02
4.2660e+08 8.9843e-01 5.7287e-02
4.2670e+08 8.9586e-01 5.8097e-02
4.2680e+08 8.9508e-01 5.6868e-02
4.2690e+08 8.9280e-01 5.6454e-02
4.2700e+08 8.9158e-01 5.6674e-02
4.2710e+08 8.8948e-01 5.6144e-02
4.2720e+08 8.9310e-01 5.4000e-02
4.2730e+08 8.9350e-01 5.5387e-02
4.2740e+08 8.9508e-01 5.2869e-02
4.2750e+08 8.9393e-01 5.4724e-02
4.2760e+08 8.9575e-01 5.4212e-02
4.2770e+08 8.9820e-01 5.5658e-02
4.2780e+08 8.9661e-01 5.3730e-02
4.2790e+08 8.9830e-01 5.3421e-02
4.2800e+08 8.9704e-01 5.2836e-02
4.2810e+08 8.9610e-01 5.2832e-02
4.2820e+08 8.9578e-01 5.3342e-02
4.2830e+08 8.9547e-01 5.4525e-02
4.2840e+08 8.9453e-01 5.5099e-02
4.2850e+08 8.9599e-01 5.6276e-02
4.2860e+08 8.9659e-01 5.5313e-02
4.2870e+08 8.9623e-01 5.6368e-02
4.2880e+08 8.9668e-01 5.6885e-02
4.2890e+08 8.9551e-01 5.4976e-02
4.2900e+08 8.9842e-01 5.5641e-02
4.2910e+08 8.9552e-01 5.3892e-02
4.2920e+08 8.9556e-01 5.5308e-02
4.2930e+08 8.9330e-01 5.6261e-02
4.2940e+08 8.9264e-01 5.5915e-02
4.2950e+08 8.9343e-01 5.5779e-02
4.2960e+08 8.9339e-01 5.3437e-02
4.2970e+08 8.9073e-01 5.2134e-02
4.2980e+08 8.9112e-01 5.4085e-02
4.2990e+08 8.9159e-01 5.2576e-02
4.3000e+08 8.9146e-01 5.3916e-02
4.3010e+08 8.9349e-01 5.4014e-02
4.3020e+08 8.9001e-01 5.4678e-02
4.3030e+08 8.9084e-01 5.3741e-02
4.3040e+08 8.9166e-01 5.6082e-02
4.3050e+08 8.9030e-01 5.3973e-02
4.3060e+08 8.9037e-01 5.4663e-02
4.3070e+08 8.9084e-01 5.3420e-02
4.3080e+08 8.9148e-01 5.4373e-02
4.3090e+08 8.9100e-01 5.2627e-02
4.3100e+08 8.8974e-01 5.3246e-02
4.3110e+08 8.8942e-01 5.3522e-02
4.3120e+08 8.8752e-01 5.5078e-02
4.3130e+08 8.8501e-01 5.3006e-02
4.3140e+08 8.8715e-01 5.4862e-02
4.3150e+08 8.8777e-01 5.4864e-02
4.3160e+08 8.8617e-01 5.6467e-02
4.3170e+08 8.8665e-01 5.6523e-02
4.3180e+08 8.8647e-01 5.8428e-02
4.3190e+08 8.8685e-01 5.8634e-02
4.3200e+08 8.8548e-01 5.9485e-02
4.3210e+08 8.8699e-01 6.0209e-02
4.3220e+08 8.8780e-01 5.8901e-02
4.3230e+08 8.8841e-01 5.8204e-02
4.3240e+08 8.8452e-01 5.8078e-02
4.3250e+08 8.8044e-01 5.7294e-02
4.3260e+08 8.8273e-01 5.6193e-02
4.3270e+08 8.8223e-01 5.7918e-02
4.3280e+08 8.8250e-01 5.7695e-02
4.3290e+08 8.8331e-01 5.6941e-02
4.3300e+08 8.8310e-01 6.0745e-02
4.3310e+08 8.8297e-01 5.8737e-02
4.3320e+08 8.8177e-01 5.8987e-02
4.3330e+08 8.8257e-01 6.0726e-02
4.3340e+08 8.8568e-01 5.9355e-02
4.3350e+08 8.8736e-01 5.8068e-02
4.3360e+08 8.8416e-01 5.6606e-02
4.3370e+08 8.8352e-01 5.7645e-02
4.3380e+08 8.8316e-01 5.7687e-02
4.3390e+08 8.8506e-01 6.1564e-02
4.3400e+08 8.8662e-01 5.9686e-02
4.3410e+08 8.8742e-01 5.9746e-02
4.3420e+08 8.8747e-01 5.7924e-02
4.3430e+08 8.8656e-01 5.9889e-02
4.3440e+08 8.8744e-01 5.9483e-02
4.3450e+08 8.8757e-01 5.9466e-02
4.3460e+08 8.8594e-01 5.7935e-02
4.3470e+08 8.8475e-01 5.9511e-02
4.3480e+08 8.8515e-01 5.7373e-02
4.3490e+08 8.8424e-01 5.8538e-02
4.3500e+08 8.8547e-01 5.9977e-02
4.3510e+08 8.8742e-01 5.8678e-02
4.3520e+08 8.8600e-01 5.9983e-02
4.3530e+08 8.8547e-01 5.8641e-02
4.3540e+08 8.8664e-01 6.1784e-02
4.3550e+08 8.8682e-01 6.1932e-02
4.3560e+08 8.8779e-01 6.2904e-02
4.3570e+08 8.8854e-01 6.4510e-02
4.3580e+08 8.8598e-01 5.9982e-02
4.3590e+08 8.8825e-01 6.2643e-02
4.3600e+08 8.8997e-01 6.1669e-02
4.3610e+08 8.8874e-01 6.0251e-02
4.3620e+08 8.8953e-01 5.8926e-02
4.3630e+08 8.8875e-01 5.8681e-02
4.3640e+08 8.8940e-01 5.8661e-02
4.3650e+08 8.8783e-01 6.0011e-02
4.3660e+08 8.8885e-01 5.9623e-02
4.3670e+08 8.8600e-01 5.8131e-02
4.3680e+08 8.8711e-01 5.6585e-02
4.3690e+08 8.8613e-01 5.3899e-02
4.3700e+08 8.8535e-01 5.6192e-02
4.3710e+08 8.8599e-01 5.6651e-02
4.3720e+08 8.8448e-01 5.4628e-02
4.3730e+08 8.8340e-01 5.4412e-02
4.3740e+08 8.8409e-01 5.4420e-02
4.3750e+08 8.8308e-01 5.4788e-02
4.3760e+08 8.8155e-01 5.6104e-02
4.3770e+08 8.8172e-01 5.8041e-02
4.3780e+08 8.8319e-01 5.7648e-02
4.3790e+08 8.8126e-01 5.7744e-02
4.3800e+08 8.8181e-01 5.8472e-02
4.3810e+08 8.8122e-01 5.7425e-02
4.3820e+08 8.8273e-01 5.7878e-02
4.3830e+08 8.8369e-01 5.5982e-02
4.3840e+08 8.8191e-01 5.6213e-02
4.3850e+08 8.8188e-01 5.8965e-02
4.3860e+08 8.8144e-01 5.8111e-02
4.3870e+08 8.8110e-01 6.0003e-02
4.3880e+08 8.7935e-01 6.1228e-02
4.3890e+08 8.8020e-01 5.9992e-02
4.3900e+08 8.7979e-01 6.3006e-02
4.3910e+08 8.8026e-01 6.2149e-02
4.3920e+08 8.8162e-01 6.5210e-02
4.3930e+08 8.8095e-01 6.6215e-02
4.3940e+08 8.7983e-01 6.4550e-02
4.3950e+08 8.8141e-01 6.4440e-02
4.3960e+08 8.8077e-01 6.6983e-02
4.3970e+08 8.8428e-01 6.6634e-02
4.3980e+08 8.8507e-01 6.4624e-02
4.3990e+08 8.8586e-01 6.3149e-02
4.4000e+08 8.8260e-01 6.5795e-02
4.4010e+08 8.8291e-01 6.5990e-02
4.4020e+08 8.8449e-01 6.5290e-02
4.4030e+08 8.8379e-01 6.5418e-02
4.4040e+08 8.8423e-01 6.6634e-02
4.4050e+08 8.8597e-01 6.5031e-02
4.4060e+08 8.8651e-01 6.5521e-02
4.4070e+08 8.8499e-01 6.5729e-02
4.4080e+08 8.8307e-01 6.5310e-02
4.4090e+08 8.8422e-01 6.4951e-02
4.4100e+08 8.8143e-01 6.5693e-02
4.4110e+08 8.8149e-01 6.6056e-02
4.4120e+08 8.8360e-01 6.6817e-02
4.4130e+08 8.8380e-01 6.8344e-02
4.4140e+08 8.8403e-01 6.3951e-02
4.4150e+08 8.8285e-01 6.4512e-02
4.4160e+08 8.8364e-01 6.1882e-02
4.4170e+08 8.8564e-01 6.2927e-02
4.4180e+08 8.8423e-01 6.3014e-02
4.4190e+08 8.8357e-01 6.4182e-02
4.4200e+08 8.8504e-01 6.5882e-02
4.4210e+08 8.8427e-01 6.5065e-02
4.4220e+08 8.8439e-01 6.5720e-02
4.4230e+08 8.8473e-01 6.4573e-02
4.4240e+08 8.8426e-01 6.6605e-02
4.4250e+08 8.8242e-01 6.6632e-02
4.4260e+08 8.8360e-01 6.5902e-02
4.4270e+08 8.8176e-01 6.6847e-02
4.4280e+08 8.8124e-01 6.9135e-02
4.4290e+08 8.8053e-01 6.9326e-02
4.4300e+08 8.8254e-01 6.4746e-02
4.4310e+08 8.8138e-01 6.6612e-02
4.4320e+08 8.8026e-01 6.7888e-02
4.4330e+08 8.7810e-01 6.9556e-02
4.4340e+08 8.7900e-01 6.9992e-02
4.4350e+08 8.7550e-01 6.9928e-02
4.4360e+08 8.7479e-01 7.1546e-02
4.4370e+08 8.7387e-01 7.1985e-02
4.4380e+08 8.7525e-01 7.1758e-02
4.4390e+08 8.7441e-01 7.2827e-02
4.4400e+08 8.7471e-01 7.4960e-02
4.4410e+08 8.7144e-01 7.5073e-02
4.4420e+08 8.7112e-01 7.4065e-02
4.4430e+08 8.7234e-01 7.4040e-02
4.4440e+08 8.7188e-01 7.3540e-02
4.4450e+08 8.7282e-01 7.3034e-02
4.4460e+08 8.7036e-01 7.3604e-02
4.4470e+08 8.7186e-01 7.0965e-02
4.4480e+08 8.7232e-01 7.1786e-02
4.4490e+08 8.7174e-01 7.5381e-02
4.4500e+08 8.7192e-01 7.4683e-02
4.4510e+08 8.7309e-01 7.3235e-02
4.4520e+08 8.7199e-01 7.2251e-02
4.4530e+08 8.7162e-01 7.0935e-02
4.4540e+08 8.7014e-01 7.0973e-02
4.4550e+08 8.6763e-01 7.0028e-02
4.4560e+08 8.6930e-01 6.9365e-02
4.4570e+08 8.6706e-01 6.7621e-02
4.4580e+08 8.6778e-01 6.8320e-02
4.4590e+08 8.6876e-01 6.6814e-02
4.4600e+08 8.6835e-01 6.6992e-02
4.4610e+08 8.7027e-01 6.7273e-02
4.4620e+08 8.7115e-01 6.3097e-02
4.4630e+08 8.6810e-01 6.4095e-02
4.4640e+08 8.6939e-01 6.6365e-02
4.4650e+08 8.7146e-01 6.5907e-02
4.4660e+08 8.7293e-01 6.6428e-02
4.4670e+08 8.7326e-01 6.6862e-02
4.4680e+08 8.7395e-01 6.6140e-02
4.4690e+08 8.7303e-01 6.7235e-02
4.4700e+08 8.7476e-01 6.8504e-02
4.4710e+08 8.7385e-01 6.8442e-02
4.4720e+08 8.7492e-01 6.8975e-02
4.4730e+08 8.7420e-01 6.8729e-02
4.4740e+08 8.7381e-01 6.9918e-02
4.4750e+08 8.7356e-01 6.9381e-02
4.4760e+08 8.7371e-01 7.0244e-02
4.4770e+08 8.7310e-01 7.0101e-02
4.4780e+08 8.7295e-01 7.1604e-02
4.4790e+08 8.7274e-01 7.2993e-02
4.4800e+08 8.7071e-01 7.3438e-02
4.4810e+08 8.7022e-01 7.2428e-02
4.4820e+08 8.7138e-01 7.4824e-02
4.4830e+08 8.7166e-01 7.3571e-02
4.4840e+08 8.7232e-01 7.2323e-02
4.4850e+08 8.7221e-01 7.4127e-02
4.4860e+08 8.7171e-01 7.4908e-02
4.4870e+08 8.7143e-01 7.3962e-02
4.4880e+08 8.7424e-01 7.2813e-02
4.4890e+08 8.7388e-01 7.3761e-02
4.4900e+08 8.7320e-01 7.4103e-02
4.4910e+08 8.7399e-01 7.3925e-02
4.4920e+08 8.7620e-01 7.3036e-02
4.4930e+08 8.7734e-01 7.4512e-02
4.4940e+08 8.7659e-01 7.4290e-02
4.4950e+08 8.7658e-01 7.7509e-02
4.4960e+08 8.7636e-01 7.6926e-02
4.4970e+08 8.7594e-01 7.5233e-02
4.4980e+08 8.7310e-01 7.4224e-02
4.4990e+08 8.7508e-01 7.6539e-02
4.5000e+08 8.7681e-01 7.7088e-02
4.5010e+08 8.7534e-01 7.7114e-02
4.5020e+08 8.7620e-01 7.7955e-02
4.5030e+08 8.7790e-01 7.9269e-02
4.5040e+08 8.7949e-01 7.8829e-02
4.5050e+08 8.8003e-01 7.9416e-02
4.5060e+08 8.7825e-01 7.8955e-02
4.5070e+08 8.7903e-01 7.7184e-02
4.5080e+08 8.7839e-01 7.7103e-02
4.5090e+08 8.7831e-01 7.6960e-02
4.5100e+08 8.7847e-01 7.6957e-02
4.5110e+08 8.8032e-01 7.8005e-02
4.5120e+08 8.7920e-01 7.9098e-02
4.5130e+08 8.7835e-01 7.9572e-02
4.5140e+08 8.7877e-01 7.9902e-02
4.5150e+08 8.7886e-01 7.7381e-02
4.5160e+08 8.7958e-01 8.0135e-02
4.5170e+08 8.7622e-01 8.0117e-02
4.5180e+08 8.7739e-01 8.0881e-02
4.5190e+08 8.7774e-01 8.0999e-02
4.5200e+08 8.8010e-01 8.1456e-02
4.5210e+08 8.8193e-01 8.2176e-02
4.5220e+08 8.8148e-01 8.4265e-02
4.5230e+08 8.8283e-01 8.3371e-02
4.5240e+08 8.8426e-01 8.2256e-02
4.5250e+08 8.8379e-01 8.3403e-02
4.5260e+08 8.8423e-01 8.3386e-02
4.5270e+08 8.8173e-01 8.3172e-02
4.5280e+08 8.8110e-01 8.3889e-02
4.5290e+08 8.7912e-01 8.3069e-02
4.5300e+08 8.7888e-01 8.3685e-02
4.5310e+08 8.7908e-01 8.1179e-02
4.5320e+08 8.8100e-01 8.2355e-02
4.5330e+08 8.7942e-01 8.1957e-02
4.5340e+08 8.7678e-01 8.1460e-02
4.5350e+08 8.7829e-01 7.8568e-02
4.5360e+08 8.7688e-01 7.9570e-02
4.5370e+08 8.7693e-01 7.8866e-02
4.5380e+08 8.7657e-01 8.1892e-02
4.5390e+08 8.7664e-01 7.9993e-02
4.5400e+08 8.7369e-01 7.7927e-02
4.5410e+08 8.7345e-01 7.9163e-02
4.5420e+08 8.7329e-01 7.9447e-02
4.5430e+08 8.7271e-01 8.2336e-02
4.5440e+08 8.7353e-01 8.0902e-02
4.5450e+08 8.7252e-01 7.9353e-02
4.5460e+08 8.7352e-01 7.6886e-02
4.5470e+08 8.7338e-01 7.7114e-02
4.5480e+08 8.7111e-01 7.6691e-02
4.5490e+08 8.6956e-01 7.4163e-02
4.5500e+08 8.6961e-01 7.3115e-02
4.5510e+08 8.7033e-01 7.4771e-02
4.5520e+08 8.6809e-01 7.5941e-02
4.5530e+08 8.6894e-01 7.5082e-02
4.5540e+08 8.6705e-01 7.5221e-02
4.5550e+08 8.6572e-01 7.6458e-02
4.5560e+08 8.6729e-01 7.8319e-02
4.5570e+08 8.6521e-01 7.6415e-02
4.5580e+08 8.6655e-01 7.9675e-02
4.5590e+08 8.6579e-01 7.7330e-02
4.5600e+08 8.6642e-01 7.9891e-02
4.5610e+08 8.6954e-01 8.1506e-02
4.5620e+08 8.6975e-01 8.0375e-02
4.5630e+08 8.6968e-01 7.7339e-02
4.5640e+08 8.6806e-01 7.7301e-02
4.5650e+08 8.6829e-01 7.7813e-02
4.5660e+08 8.6618e-01 7.7070e-02
4.5670e+08 8.6807e-01 7.5302e-02
4.5680e+08 8.6854e-01 7.7269e-02
4.5690e+08 8.6710e-01 7.9220e-02
4.5700e+08 8.6745e-01 7.9627e-02
4.5710e+08 8.6541e-01 7.9323e-02
4.5720e+08 8.6835e-01 7.9277e-02
4.5730e+08 8.6803e-01 7.9527e-02
4.5740e+08 8.6919e-01 7.8014e-02
4.5750e+08 8.7005e-01 7.7768e-02
4.5760e+08 8.6880e-01 7.8146e-02
4.5770e+08 8.6767e-01 7.8196e-02
4.5780e+08 8.6731e-01 7.8219e-02
4.5790e+08 8.6888e-01 8.0126e-02
4.5800e+08 8.6852e-01 7.6546e-02
4.5810e+08 8.6854e-01 7.7593e-02
4.5820e+08 8.6817e-01 7.8772e-02
4.5830e+08 8.6634e-01 7.8423e-02
4.5840e+08 8.6556e-01 7.7060e-02
4.5850e+08 8.6648e-01 7.7869e-02
4.5860e+08 8.6696e-01 7.3577e-02
4.5870e+08 8.6790e-01 7.3361e-02
4.5880e+08 8.6853e-01 7.2267e-02
4.5890e+08 8.6771e-01 7.3458e-02
4.5900e+08 8.6594e-01 7.5653e-02
4.5910e+08 8.6741e-01 7.4023e-02
4.5920e+08 8.6934e-01 7.1787e-02
4.5930e+08 8.6992e-01 7.2083e-02
4.5940e+08 8.7106e-01 7.2071e-02
4.5950e+08 8.6979e-01 7.1034e-02
4.5960e+08 8.7109e-01 6.8727e-02
4.5970e+08 8.7098e-01 6.8874e-02
4.5980e+08 8.7075e-01 7.1728e-02
4.5990e+08 8.7076e-01 7.1472e-02
4.6000e+08 8.7112e-01 6.8724e-02
4.6010e+08 8.7026e-01 6.8979e-02
4.6020e+08 8.6992e-01 6.9440e-02
4.6030e+08 8.6962e-01 7.0746e-02
4.6040e+08 8.7037e-01 7.1649e-02
4.6050e+08 8.7085e-01 7.0604e-02
4.6060e+08 8.6998e-01 7.1927e-02
4.6070e+08 8.6935e-01 7.1392e-02
4.6080e+08 8.6885e-01 7.0644e-02
4.6090e+08 8.7026e-01 7.2159e-02
4.6100e+08 8.7297e-01 7.1822e-02
4.6110e+08 8.7159e-01 7.0593e-02
4.6120e+08 8.6918e-01 7.0002e-02
4.6130e+08 8.6867e-01 7.0026e-02
4.6140e+08 8.6937e-01 7.0826e-02
4.6150e+08 8.6769e-01 6.7823e-02
4.6160e+08 8.6705e-01 6.9820e-02
4.6170e+08 8.6532e-01 7.0855e-02
4.6180e+08 8.6635e-01 7.3492e-02
4.6190e+08 8.6636e-01 7.5478e-02
4.6200e+08 8.6791e-01 7.6762e-02
4.6210e+08 8.6385e-01 7.6346e-02
4.6220e+08 8.6213e-01 7.6355e-02
4.6230e+08 8.5907e-01 7.8213e-02
4.6240e+08 8.5949e-01 7.7979e-02
4.6250e+08 8.6129e-01 7.7290e-02
4.6260e+08 8.6083e-01 7.7105e-02
4.6270e+08 8.5971e-01 7.9395e-02
4.6280e+08 8.5925e-01 7.7158e-02
4.6290e+08 8.5818e-01 7.5240e-02
4.6300e+08 8.5793e-01 7.6786e-02
4.6310e+08 8.5928e-01 7.7892e-02
4.6320e+08 8.5820e-01 7.6237e-02
4.6330e+08 8.5752e-01 7.5354e-02
4.6340e+08 8.5628e-01 7.4699e-02
4.6350e+08 8.5775e-01 7.6003e-02
4.6360e+08 8.5499e-01 7.4635e-02
4.6370e+08 8.5539e-01 7.3471e-02
4.6380e+08 8.5394e-01 7.3875e-02
4.6390e+08 8.5193e-01 7.1825e-02
4.6400e+08 8.5233e-01 7.2001e-02
4.6410e+08 8.5302e-01 6.9838e-02
4.6420e+08 8.5324e-01 7.0581e-02
4.6430e+08 8.5132e-01 7.0444e-02
4.6440e+08 8.5654e-01 7.2354e-02
4.6450e+08 8.5619e-01 7.2327e-02
4.6460e+08 8.5661e-01 6.9503e-02
4.6470e+08 8.5845e-01 7.1430e-02
4.6480e+08 8.5907e-01 7.0444e-02
4.6490e+08 8.5767e-01 7.1643e-02
4.6500e+08 8.5670e-01 7.1678e-02
4.6510e+08 8.5411e-01 7.0161e-02
4.6520e+08 8.5708e-01 6.9315e-02
4.6530e+08 8.5712e-01 6.9474e-02
4.6540e+08 8.5660e-01 7.1215e-02
4.6550e+08 8.5655e-01 7.0840e-02
4.6560e+08 8.5823e-01 6.9937e-02
4.6570e+08 8.5746e-01 7.0357e-02
4.6580e+08 8.5573e-01 7.0279e-02
4.6590e+08 8.5615e-01 6.8179e-02
4.6600e+08 8.5666e-01 6.7165e-02
4.6610e+08 8.5583e-01 6.6398e-02
4.6620e+08 8.5620e-01 6.8256e-02
4.6630e+08 8.5624e-01 6.7403e-02
4.6640e+08 8.5597e-01 6.9169e-02
4.6650e+08 8.5875e-01 6.8221e-02
4.6660e+08 8.5731e-01 6.8770e-02
4.6670e+08 8.5717e-01 6.8381e-02
4.6680e+08 8.5781e-01 6.9304e-02
4.6690e+08 8.5834e-01 6.8047e-02
4.6700e+08 8.5812e-01 6.6518e-02
4.6710e+08 8.5897e-01 6.8046e-02
4.6720e+08 8.5813e-01 6.8942e-02
4.6730e+08 8.5820e-01 6.7850e-02
4.6740e+08 8.5787e-01 6.8717e-02
4.6750e+08 8.5906e-01 6.8219e-02
4.6760e+08 8.5893e-01 6.8461e-02
4.6770e+08 8.6012e-01 6.8032e-02
4.6780e+08 8.6053e-01 6.8284e-02
4.6790e+08 8.6051e-01 6.8225e-02
4.6800e+08 8.6093e-01 6.7462e-02
4.6810e+08 8.5888e-01 6.8391e-02
4.6820e+08 8.5870e-01 6.9179e-02
4.6830e+08 8.6025e-01 6.7330e-02
4.6840e+08 8.6002e-01 6.7999e-02
4.6850e+08 8.5947e-01 6.9496e-02
4.6860e+08 8.6195e-01 7.0147e-02
4.6870e+08 8.6198e-01 6.9709e-02
4.6880e+08 8.5983e-01 7.0034e-02
4.6890e+08 8.5979e-01 6.8359e-02
4.6900e+08 8.6075e-01 6.8203e-02
4.6910e+08 8.6048e-01 6.8739e-02
4.6920e+08 8.6076e-01 6.9876e-02
4.6930e+08 8.6023e-01 7.0395e-02
4.6940e+08 8.5791e-01 6.7891e-02
4.6950e+08 8.5849e-01 6.9222e-02
4.6960e+08 8.5887e-01 6.9039e-02
4.6970e+08 8.5898e-01 7.0139e-02
4.6980e+08 8.6082e-01 6.8473e-02
4.6990e+08 8.6019e-01 6.8142e-02
4.7000e+08 8.6131e-01 6.7638e-02
4.7010e+08 8.6280e-01 6.7720e-02
4.7020e+08 8.6330e-01 6.9966e-02
4.7030e+08 8.6286e-01 6.8255e-02
4.7040e+08 8.6265e-01 6.9781e-02
4.7050e+08 8.6151e-01 6.9560e-02
4.7060e+08 8.6245e-01 6.8957e-02
4.7070e+08 8.6051e-01 7.0156e-02
4.7080e+08 8.6103e-01 7.1493e-02
4.7090e+08 8.6366e-01 7.0185e-02
4.7100e+08 8.6304e-01 7.1280e-02
4.7110e+08 8.6366e-01 7.2055e-02
4.7120e+08 8.6178e-01 7.1072e-02
4.7130e+08 8.6331e-01 6.8806e-02
4.7140e+08 8.6490e-01 6.7739e-02
4.7150e+08 8.6252e-01 6.9849e-02
4.7160e+08 8.6032e-01 6.8890e-02
4.7170e+08 8.5897e-01 7.1735e-02
4.7180e+08 8.5976e-01 7.0204e-02
4.7190e+08 8.5809e-01 6.8868e-02
4.7200e+08 8.5896e-01 6.7062e-02
4.7210e+08 8.6010e-01 6.6689e-02
4.7220e+08 8.5791e-01 6.8838e-02
4.7230e+08 8.5828e-01 6.7769e-02
4.7240e+08 8.5925e-01 6.4976e-02
4.7250e+08 8.5901e-01 6.4082e-02
4.7260e+08 8.5832e-01 6.2523e-02
4.7270e+08 8.5809e-01 6.3574e-02
4.7280e+08 8.5890e-01 6.4834e-02
4.7290e+08 8.5902e-01 6.4988e-02
4.7300e+08 8.5599e-01 6.8016e-02
4.7310e+08 8.5633e-01 6.7849e-02
4.7320e+08 8.5569e-01 6.8342e-02
4.7330e+08 8.5686e-01 6.7670e-02
4.7340e+08 8.5446e-01 6.7573e-02
4.7350e+08 8.5731e-01 6.6467e-02
4.7360e+08 8.5664e-01 6.8690e-02
4.7370e+08 8.5741e-01 6.8045e-02
4.7380e+08 8.5710e-01 6.6967e-02
4.7390e+08 8.5703e-01 6.7373e-02
4.7400e+08 8.5705e-01 6.5551e-02
4.7410e+08 8.5837e-01 6.5858e-02
4.7420e+08 8.5767e-01 6.3845e-02
4.7430e+08 8.5759e-01 6.5256e-02
4.7440e+08 8.5631e-01 6.1381e-02
4.7450e+08 8.5719e-01 6.3055e-02
4.7460e+08 8.5892e-01 6.5406e-02
4.7470e+08 8.5751e-01 6.7871e-02
4.7480e+08 8.5968e-01 6.7028e-02
4.7490e+08 8.5652e-01 6.6005e-02
4.7500e+08 8.5812e-01 6.9294e-02
4.7510e+08 8.6107e-01 6.9643e-02
4.7520e+08 8.6197e-01 6.8845e-02
4.7530e+08 8.6057e-01 6.9661e-02
4.7540e+08 8.6191e-01 6.9641e-02
4.7550e+08 8.6223e-01 7.0166e-02
4.7560e+08 8.6091e-01 6.8826e-02
4.7570e+08 8.5920e-01 6.7762e-02
4.7580e+08 8.5868e-01 6.9900e-02
4.7590e+08 8.6003e-01 6.9806e-02
4.7600e+08 8.5965e-01 6.9576e-02
4.7610e+08 8.6077e-01 7.1458e-02
4.7620e+08 8.6203e-01 7.3639e-02
4.7630e+08 8.6234e-01 7.5149e-02
4.7640e+08 8.6276e-01 7.3616e-02
4.7650e+08 8.6175e-01 7.2353e-02
4.7660e+08 8.5998e-01 7.3969e-02
4.7670e+08 8.6163e-01 7.5228e-02
4.7680e+08 8.6194e-01 7.5273e-02
4.7690e+08 8.5949e-01 7.4906e-02
4.7700e+08 8.5886e-01 7.2359e-02
4.7710e+08 8.6169e-01 7.1704e-02
4.7720e+08 8.6230e-01 7.2788e-02
4.7730e+08 8.6294e-01 7.0902e-02
4.7740e+08 8.6102e-01 7.3700e-02
4.7750e+08 8.6156e-01 7.2269e-02
4.7760e+08 8.5897e-01 7.6543e-02
4.7770e+08 8.5820e-01 7.6243e-02
4.7780e+08 8.5989e-01 7.5753e-02
4.7790e+08 8.5837e-01 7.4068e-02
4.7800e+08 8.5905e-01 7.5059e-02
4.7810e+08 8.5990e-01 7.4486e-02
4.7820e+08 8.6015e-01 7.5849e-02
4.7830e+08 8.5964e-01 7.6769e-02
4.7840e+08 8.6189e-01 7.5708e-02
4.7850e+08 8.6113e-01 7.5203e-02
4.7860e+08 8.6032e-01 7.7096e-02
4.7870e+08 8.5782e-01 7.7451e-02
4.7880e+08 8.5754e-01 7.7332e-02
4.7890e+08 8.5966e-01 7.9327e-02
4.7900e+08 8.5825e-01 7.8184e-02
4.7910e+08 8.5554e-01 7.8491e-02
4.7920e+08 8.5736e-01 8.0930e-02
4.7930e+08 8.5789e-01 7.9923e-02
4.7940e+08 8.5592e-01 8.0538e-02
4.7950e+08 8.5743e-01 8.2203e-02
4.7960e+08 8.5640e-01 8.3795e-02
4.7970e+08 8.5666e-01 8.2854e-02
4.7980e+08 8.5808e-01 8.0546e-02
4.7990e+08 8.5860e-01 8.0610e-02
4.8000e+08 8.5793e-01 8.0758e-02
4.8010e+08 8.5591e-01 8.1455e-02
4.8020e+08 8.5848e-01 7.9962e-02
4.8030e+08 8.5800e-01 8.3037e-02
4.8040e+08 8.5716e-01 8.5589e-02
4.8050e+08 8.5522e-01 8.3871e-02
4.8060e+08 8.5604e-01 8.4630e-02
4.8070e+08 8.5606e-01 8.5797e-02
4.8080e+08 8.5592e-01 8.5069e-02
4.8090e+08 8.5695e-01 8.3807e-02
4.8100e+08 8.5602e-01 8.2646e-02
4.8110e+08 8.5897e-01 8.3776e-02
4.8120e+08 8.5779e-01 8.3550e-02
4.8130e+08 8.5925e-01 8.3899e-02
4.8140e+08 8.5876e-01 8.1719e-02
4.8150e+08 8.5727e-01 8.3518e-02
4.8160e+08 8.5917e-01 8.2852e-02
4.8170e+08 8.5839e-01 8.2391e-02
4.8180e+08 8.5618e-01 8.3128e-02
4.8190e+08 8.5659e-01 8.4466e-02
4.8200e+08 8.5644e-01 8.5232e-02
4.8210e+08 8.5496e-01 8.6513e-02
4.8220e+08 8.5514e-01 8.5971e-02
4.8230e+08 8.5696e-01 8.5170e-02
4.8240e+08 8.5734e-01 8.4610e-02
4.8250e+08 8.5796e-01 8.5439e-02
4.8260e+08 8.5622e-01 8.5668e-02
4.8270e+08 8.5637e-01 8.5448e-02
4.8280e+08 8.5581e-01 8.4518e-02
4.8290e+08 8.5604e-01 8.2605e-02
4.8300e+08 8.5726e-01 8.2482e-02
4.8310e+08 8.5964e-01 8.3199e-02
4.8320e+08 8.5875e-01 8.2665e-02
4.8330e+08 8.5831e-01 8.1241e-02
4.8340e+08 8.6060e-01 8.0013e-02
4.8350e+08 8.6232e-01 8.1348e-02
4.8360e+08 8.6221e-01 8.2816e-02
4.8370e+08 8.6281e-01 8.1154e-02
4.8380e+08 8.6339e-01 8.4105e-02
4.8390e+08 8.6287e-01 8.2442e-02
4.8400e+08 8.6177e-01 8.2408e-02
4.8410e+08 8.5965e-01 8.4392e-02
4.8420e+08 8.6097e-01 8.3755e-02
4.8430e+08 8.6058e-01 8.4716e-02
4.8440e+08 8.5993e-01 8.3367e-02
4.8450e+08 8.6264e-01 8.3653e-02
